RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,DelqEver,DelqLast12M,PercentSatisfactoryTrades,TradeFreq,NumTotalDelqTrades
Bad,59,139,6,56,15,0,0,93,3,6,6,15,1,53,0,1,1,80,46,5,2,2,100,TRUE,TRUE,100,107,2
Good,81,339,3,108,23,0,0,100,122,7,7,24,2,46,0,0,0,33,63,4,4,1,80,FALSE,FALSE,96,71,0
Bad,74,168,2,85,23,0,0,96,13,7,6,24,3,17,0,0,0,40,95,7,2,0,64,TRUE,FALSE,96,142,1
Bad,71,149,3,63,27,0,0,96,62,7,6,28,2,36,0,1,1,41,97,7,1,2,73,TRUE,FALSE,96,187,2
Bad,57,159,3,63,23,2,0,80,9,6,5,25,3,64,3,3,3,44,90,5,1,1,86,TRUE,TRUE,92,156,5
Bad,87,195,12,115,18,0,0,100,122,7,7,18,0,50,0,0,0,21,17,3,2,0,63,FALSE,FALSE,100,92,0
Bad,58,295,5,12,9,0,0,89,2,6,6,18,6,11,36,0,0,29,,7,1,0,89,TRUE,TRUE,50,61,2
Bad,62,90,2,49,17,0,0,100,122,7,7,19,3,11,1,4,4,97,,9,1,4,100,FALSE,FALSE,89,209,0
Good,62,197,7,60,43,0,0,100,122,7,7,54,1,44,36,1,1,103,70,14,11,4,100,FALSE,FALSE,80,273,0
Good,77,164,3,56,36,0,0,97,31,7,6,36,4,22,36,2,2,3,81,3,3,0,40,TRUE,FALSE,100,218,2
Good,80,178,4,65,36,0,0,100,122,7,7,38,3,42,0,0,0,34,,4,2,0,86,FALSE,FALSE,95,212,0
Good,64,241,2,92,39,0,0,100,122,7,7,50,1,33,0,5,5,68,66,10,1,4,65,FALSE,FALSE,78,207,0
Bad,58,272,6,52,21,1,0,95,55,7,5,22,6,32,1,8,8,76,73,8,3,3,86,TRUE,FALSE,95,81,2
Bad,69,133,13,58,34,0,0,100,122,7,7,36,0,22,0,4,4,36,77,5,4,2,45,FALSE,FALSE,94,269,0
Bad,54,141,8,54,15,2,0,71,2,5,5,17,2,41,36,0,0,49,86,3,3,2,75,TRUE,TRUE,88,120,5
Good,74,213,4,62,28,0,0,100,122,7,7,28,1,18,0,0,0,37,,5,1,0,60,FALSE,FALSE,100,131,0
Good,79,345,6,56,27,0,0,100,122,7,7,53,2,19,0,2,2,3,90,5,1,0,47,FALSE,FALSE,51,153,0
Bad,62,77,9,43,9,2,1,64,14,7,2,11,1,64,0,0,0,30,84,3,4,1,100,TRUE,FALSE,82,141,4
Good,76,348,7,119,29,0,0,100,122,7,7,29,1,28,0,0,0,33,89,10,2,1,65,FALSE,FALSE,100,83,0
Good,84,424,32,145,15,0,0,93,19,7,6,15,0,47,1,0,0,1,14,2,2,0,57,TRUE,FALSE,100,35,2
Bad,66,118,6,22,10,0,0,90,62,7,6,32,2,40,36,0,0,31,77,3,3,1,75,TRUE,FALSE,31,269,4
Bad,64,180,3,48,13,1,1,92,41,7,6,14,3,62,0,1,1,75,31,2,4,1,86,TRUE,FALSE,93,77,2
Bad,62,104,2,49,21,0,0,100,122,7,7,24,2,26,1,3,3,67,13,7,2,3,60,FALSE,FALSE,88,229,0
Good,74,165,6,67,16,1,0,82,10,6,5,17,3,12,0,0,0,2,50,2,2,0,67,TRUE,TRUE,94,102,4
Bad,76,42,18,27,7,0,0,100,122,7,7,7,0,71,0,1,1,30,,1,3,0,80,FALSE,FALSE,100,163,0
Good,78,185,2,86,16,0,0,100,122,7,7,18,2,29,2,6,6,40,,3,2,1,75,FALSE,FALSE,89,97,0
Bad,66,181,6,59,31,0,0,100,122,7,7,31,3,35,36,0,0,60,70,5,4,2,82,FALSE,FALSE,100,170,0
Bad,71,322,5,81,42,0,0,98,65,7,6,42,5,19,0,4,4,14,77,11,4,3,50,TRUE,FALSE,100,130,1
Bad,65,188,6,112,14,0,0,87,2,6,6,15,1,53,36,0,0,91,78,2,2,1,100,TRUE,TRUE,93,79,2
Bad,65,305,4,74,18,6,6,60,12,7,2,25,2,48,0,1,1,8,98,1,2,0,60,TRUE,FALSE,72,82,10
Bad,56,237,6,108,16,0,0,69,1,6,6,17,1,13,36,1,1,93,,4,1,3,83,TRUE,TRUE,94,71,6
Good,64,240,4,83,33,0,0,94,48,7,6,37,1,58,36,1,1,62,80,6,4,2,77,TRUE,FALSE,89,154,3
Bad,66,161,15,65,26,1,0,81,8,6,5,31,0,44,4,3,3,21,79,4,4,0,73,TRUE,TRUE,84,191,6
Bad,70,150,11,83,31,0,0,97,62,7,6,31,1,77,36,0,0,79,53,2,3,2,83,TRUE,FALSE,100,205,1
Good,91,166,35,121,10,0,0,100,122,7,7,10,0,40,1,0,0,10,38,1,3,0,67,FALSE,FALSE,100,60,0
Good,64,132,3,49,30,0,0,100,122,7,7,39,3,57,0,4,4,65,75,10,2,2,86,FALSE,FALSE,77,293,0
Good,91,273,27,145,10,0,0,100,122,7,7,10,0,20,3,1,1,2,,1,1,0,40,FALSE,FALSE,100,36,0
Good,83,139,2,67,26,0,0,100,122,7,7,30,2,23,36,1,1,9,13,2,2,0,45,FALSE,FALSE,87,214,0
Good,91,356,42,143,9,0,0,100,122,7,7,9,0,22,0,0,0,7,,1,1,0,40,FALSE,FALSE,100,25,0
Bad,63,37,14,60,16,1,1,94,32,2,6,21,0,13,36,2,2,57,80,7,2,2,82,TRUE,TRUE,76,553,2
Bad,82,129,5,58,13,0,0,100,122,7,7,14,3,57,0,1,1,32,75,3,4,1,88,FALSE,FALSE,93,108,0
Bad,74,127,7,80,31,0,0,98,56,7,6,46,3,57,36,1,1,29,88,4,3,0,78,TRUE,FALSE,67,359,1
Good,77,265,4,105,50,1,1,98,61,7,3,58,1,38,12,0,0,15,64,8,4,2,59,TRUE,FALSE,86,218,2
Good,82,298,19,111,24,0,0,100,122,7,7,24,0,38,19,0,0,25,22,3,2,0,63,FALSE,FALSE,100,80,0
Good,72,106,2,34,15,0,0,100,122,7,7,16,4,25,0,1,1,21,73,4,3,0,58,FALSE,FALSE,94,150,0
Bad,68,141,1,62,26,1,1,93,15,7,2,28,1,11,0,2,0,39,1,5,2,1,50,TRUE,FALSE,93,197,2
Good,85,147,7,75,36,0,0,97,39,7,6,42,1,22,0,1,1,0,,1,1,0,17,TRUE,FALSE,86,284,2
Good,81,158,7,78,14,0,0,100,122,7,7,15,2,21,7,0,0,15,83,2,3,0,63,FALSE,FALSE,93,94,0
Good,81,158,9,64,32,0,0,100,122,7,7,32,2,50,36,2,2,14,,2,2,0,17,FALSE,FALSE,100,201,0
Bad,70,113,13,21,9,0,0,100,122,7,7,14,0,11,0,2,2,20,,3,1,1,50,FALSE,FALSE,64,123,0
Bad,70,185,11,75,36,0,0,97,72,7,6,37,1,41,1,3,3,67,60,12,5,5,85,TRUE,FALSE,97,199,2
Bad,75,44,8,24,8,0,0,100,122,7,7,9,2,56,0,0,0,49,72,3,2,0,83,FALSE,FALSE,89,200,0
Bad,68,230,5,94,23,0,0,88,12,7,6,24,3,54,2,1,1,40,64,4,6,1,79,TRUE,FALSE,96,104,3
Good,84,144,12,64,16,0,0,100,122,7,7,16,0,25,1,4,4,5,,1,1,0,67,FALSE,FALSE,100,110,0
Good,59,370,11,96,10,2,2,75,35,7,2,29,1,50,36,1,1,76,,2,1,1,100,TRUE,FALSE,34,78,8
Good,75,258,28,97,23,0,0,96,62,7,6,24,0,13,36,0,0,31,,4,2,0,57,TRUE,FALSE,96,93,1
Good,78,238,18,106,30,0,0,93,55,7,6,30,0,27,0,1,1,13,73,2,4,0,58,TRUE,FALSE,100,126,3
Bad,72,252,1,47,14,0,0,94,39,7,6,16,6,31,0,2,2,49,71,3,3,0,78,TRUE,FALSE,88,63,1
Good,61,195,9,88,19,0,0,95,2,6,6,20,1,32,1,1,1,59,91,3,2,2,67,TRUE,TRUE,95,102,1
Bad,70,373,4,101,23,0,0,96,7,6,6,25,4,52,0,5,5,49,100,2,1,0,75,TRUE,TRUE,92,67,1
Bad,64,194,3,51,14,0,0,86,5,6,6,21,5,14,36,0,0,21,51,4,1,1,63,TRUE,TRUE,67,108,3
Good,70,156,5,58,3,0,0,100,122,7,7,3,1,33,1,2,2,95,88,1,1,1,100,FALSE,FALSE,100,19,0
Good,78,241,2,74,25,0,0,100,122,7,7,27,2,19,0,1,1,30,,3,1,0,31,FALSE,FALSE,93,112,0
Bad,54,126,3,26,9,1,1,90,1,6,6,11,2,36,3,2,2,44,76,4,2,1,86,TRUE,TRUE,82,87,2
Bad,56,213,3,71,18,2,0,70,1,5,5,20,4,10,0,1,1,9,,4,1,0,56,TRUE,TRUE,90,93,6
Bad,64,65,5,40,14,1,1,93,55,7,2,15,1,20,0,3,2,92,9,9,2,2,100,TRUE,FALSE,93,227,2
Bad,57,231,10,19,7,0,0,100,122,7,7,25,2,43,6,0,0,97,78,4,2,3,100,FALSE,FALSE,28,108,0
Bad,71,177,8,95,24,0,0,96,62,7,6,24,1,75,36,1,1,87,87,4,2,3,100,TRUE,FALSE,100,135,1
Good,86,139,112,126,2,0,0,100,122,7,7,2,0,0,36,0,0,12,,1,2,0,100,FALSE,FALSE,100,14,0
Good,65,209,8,56,41,1,1,98,2,2,2,47,4,38,36,0,0,0,69,3,6,0,43,TRUE,TRUE,87,224,1
Bad,73,236,5,74,24,0,0,92,9,6,6,29,2,46,15,0,0,44,88,4,3,1,54,TRUE,TRUE,83,122,3
Good,76,179,4,94,19,0,0,95,61,7,6,22,1,64,11,0,0,93,80,1,2,1,100,TRUE,FALSE,86,122,2
Good,71,271,7,99,25,1,0,92,56,7,5,26,3,31,7,0,0,81,90,3,3,2,64,TRUE,FALSE,96,96,3
Bad,77,51,4,29,19,0,0,100,122,7,7,22,1,32,1,2,2,0,95,2,3,0,64,FALSE,FALSE,86,423,0
Bad,66,398,4,77,48,0,0,94,1,6,6,49,5,16,0,2,2,14,56,11,2,1,52,TRUE,TRUE,98,123,3
Good,73,182,15,72,17,2,2,89,14,7,2,20,0,37,36,4,4,8,28,3,2,0,83,TRUE,FALSE,85,109,3
Good,61,264,6,74,34,0,0,89,1,6,6,35,3,49,1,1,1,21,71,5,4,0,64,TRUE,TRUE,97,132,4
Bad,74,455,4,194,20,0,0,95,43,7,6,20,2,25,6,0,0,43,96,7,3,1,71,TRUE,FALSE,100,44,1
Bad,60,82,14,38,19,0,0,95,12,7,6,20,0,35,16,0,0,68,,6,2,3,62,TRUE,FALSE,95,241,1
Good,66,203,2,64,21,1,0,83,4,6,5,23,2,26,2,1,1,14,,3,2,0,38,TRUE,TRUE,91,113,4
Bad,66,132,3,70,22,0,0,96,81,7,6,25,1,48,1,1,1,87,,3,1,3,100,TRUE,FALSE,88,188,1
Bad,65,45,7,27,5,0,0,80,27,7,6,6,1,60,36,3,3,94,90,1,2,1,100,TRUE,FALSE,83,130,2
Bad,58,191,6,92,51,0,0,87,9,6,6,53,1,26,0,3,3,60,58,14,2,3,85,TRUE,TRUE,96,276,7
Good,89,217,8,93,24,0,0,100,122,7,7,28,1,18,13,0,0,0,,3,1,0,44,FALSE,FALSE,86,128,0
Good,61,380,1,108,47,0,0,98,62,7,6,55,7,16,0,7,7,39,,11,4,5,53,TRUE,FALSE,85,144,2
Good,83,174,9,142,13,0,0,100,122,7,7,14,1,36,0,3,3,0,82,0,2,0,33,FALSE,FALSE,93,80,0
Bad,75,111,22,79,6,0,0,83,25,7,6,7,0,14,0,5,5,59,,2,2,0,100,TRUE,FALSE,86,62,2
Bad,-9,87,10,35,18,1,1,89,3,4,4,19,2,16,0,2,2,29,73,6,1,1,47,TRUE,TRUE,95,216,3
Bad,62,84,3,45,28,0,0,93,31,7,6,30,4,60,0,11,11,68,62,8,5,0,87,TRUE,FALSE,93,353,3
Bad,64,45,1,19,10,0,0,100,122,7,7,11,3,18,0,1,1,77,93,6,2,2,100,FALSE,FALSE,91,239,0
Bad,75,89,12,48,10,0,0,90,27,7,6,10,0,50,0,0,0,0,,0,1,1,50,TRUE,FALSE,100,111,1
Good,82,368,6,106,23,0,0,100,122,7,7,23,2,22,0,1,1,8,,3,1,1,36,FALSE,FALSE,100,62,0
Good,90,181,2,81,8,0,0,100,122,7,7,10,1,20,36,1,1,0,,0,1,0,20,FALSE,FALSE,80,55,0
Good,70,298,5,71,24,0,0,96,81,7,6,47,6,13,0,2,2,29,,3,1,1,36,TRUE,FALSE,51,157,2
Bad,73,139,6,43,14,0,0,100,122,7,7,14,3,36,1,2,2,8,86,3,2,1,71,FALSE,FALSE,100,100,0
Good,73,225,1,80,29,0,0,100,122,7,7,30,1,30,0,5,5,73,47,3,3,3,55,FALSE,FALSE,97,133,0
Good,81,119,6,54,15,0,0,100,122,7,7,16,1,20,36,0,0,26,,4,1,0,56,FALSE,FALSE,94,133,0
Good,71,75,2,29,14,0,0,100,122,7,7,16,3,25,0,1,1,48,91,3,2,1,100,FALSE,FALSE,88,211,0
Bad,77,140,2,73,15,0,0,88,12,7,6,17,2,53,0,1,1,17,64,2,4,1,67,TRUE,FALSE,88,121,3
Bad,65,23,4,15,9,0,0,100,122,7,7,9,3,67,1,3,2,84,76,2,6,2,89,FALSE,FALSE,100,375,0
Good,64,281,13,91,54,3,3,93,7,6,3,60,0,32,4,2,2,35,72,4,3,2,41,TRUE,TRUE,90,213,5
Good,82,368,0,89,23,0,0,96,43,7,6,26,1,54,11,0,0,16,83,2,1,1,38,TRUE,FALSE,88,70,2
Good,84,169,34,95,17,0,0,100,122,7,7,17,0,35,0,1,1,31,,2,1,0,50,FALSE,FALSE,100,100,0
Good,76,42,21,32,4,0,0,100,122,7,7,4,0,75,20,0,0,0,67,0,2,1,67,FALSE,FALSE,100,93,0
Bad,75,129,1,48,22,0,0,100,122,7,7,23,5,61,9,0,0,46,95,2,6,0,80,FALSE,FALSE,96,177,0
Good,75,222,2,124,23,2,2,92,62,7,2,25,2,24,0,0,0,30,57,4,2,1,40,TRUE,FALSE,92,112,2
Bad,85,319,3,91,15,0,0,100,122,7,7,17,2,24,0,5,5,3,,2,1,0,50,FALSE,FALSE,88,53,0
Bad,83,398,36,127,9,0,0,100,122,7,7,12,0,22,0,5,5,0,,1,1,1,50,FALSE,FALSE,75,30,0
Good,89,233,3,118,35,0,0,100,122,7,7,36,4,33,15,0,0,0,,4,2,0,33,FALSE,FALSE,97,154,0
Good,77,251,29,111,23,3,1,89,43,7,5,27,0,56,0,1,1,2,42,3,2,0,63,TRUE,FALSE,85,107,3
Bad,84,220,3,94,37,0,0,97,12,7,6,37,3,30,9,0,0,5,95,1,3,0,40,TRUE,FALSE,100,167,2
Bad,65,123,2,53,16,0,0,82,18,7,6,17,2,41,0,1,1,58,97,6,2,2,73,TRUE,FALSE,94,137,4
Bad,87,201,2,71,13,0,0,100,122,7,7,19,1,36,1,2,2,5,,1,1,0,40,FALSE,FALSE,68,94,0
Good,68,298,1,131,74,0,0,95,3,6,6,78,3,59,0,5,4,2,22,3,23,0,70,TRUE,TRUE,95,261,4
Good,70,300,2,68,33,0,0,94,13,7,6,34,1,26,0,2,1,4,69,5,5,4,69,TRUE,FALSE,97,113,3
Good,85,125,6,59,19,0,0,100,122,7,7,21,2,5,0,0,0,0,,2,1,0,23,FALSE,FALSE,90,167,0
Good,59,320,5,115,13,1,1,73,1,2,2,15,1,20,1,0,0,16,35,6,2,0,80,TRUE,TRUE,87,47,5
Good,70,217,3,88,29,1,1,93,24,7,6,31,6,50,36,1,1,10,61,2,3,0,67,TRUE,FALSE,94,142,3
Bad,68,126,3,63,29,0,0,97,36,7,6,29,3,17,3,2,2,79,,4,1,3,83,TRUE,FALSE,100,228,1
Bad,63,110,8,62,16,0,0,81,13,7,6,16,1,44,0,0,0,68,74,4,3,2,88,TRUE,FALSE,100,144,4
Good,90,280,6,92,18,0,0,100,122,7,7,23,3,35,1,1,1,4,86,2,1,0,38,FALSE,FALSE,78,82,0
Bad,64,144,10,54,19,0,0,85,4,6,6,21,1,55,0,2,2,44,44,5,3,0,89,TRUE,TRUE,90,145,4
Good,71,59,2,21,6,0,0,100,122,7,7,8,4,50,1,2,2,44,95,2,2,0,67,FALSE,FALSE,75,133,0
Bad,63,151,2,59,20,4,2,78,9,6,2,46,3,15,36,1,1,19,57,4,1,1,38,TRUE,TRUE,43,303,11
Good,88,211,19,104,26,0,0,100,122,7,7,26,0,19,36,0,0,6,,3,1,0,36,FALSE,FALSE,100,123,0
Bad,70,245,9,72,16,0,0,83,38,7,6,18,2,39,0,3,3,32,56,3,5,0,62,TRUE,FALSE,89,73,4
Good,62,190,4,80,29,1,0,74,13,7,5,31,3,45,0,1,0,60,82,6,8,1,100,TRUE,FALSE,94,162,9
Bad,69,165,4,62,12,0,0,92,75,7,6,12,2,58,0,1,1,97,71,4,1,3,100,TRUE,FALSE,100,72,1
Good,62,214,13,93,23,1,1,88,5,6,6,24,0,25,0,0,0,75,,10,2,5,71,TRUE,TRUE,96,112,3
Good,72,86,6,45,15,0,0,87,25,7,6,16,3,38,0,2,2,33,,4,2,0,67,TRUE,FALSE,94,184,3
Bad,67,130,5,25,10,0,0,100,122,7,7,12,4,25,0,0,0,95,90,6,2,2,89,FALSE,FALSE,83,92,0
Bad,49,178,13,91,10,6,1,56,3,5,5,17,0,56,0,2,2,65,45,3,4,1,100,TRUE,TRUE,59,95,8
Bad,57,104,3,29,18,0,0,78,8,6,6,19,4,39,36,4,4,53,80,6,3,0,75,TRUE,TRUE,95,181,5
Bad,58,129,2,23,21,0,0,100,122,7,7,23,7,36,36,4,2,74,74,8,4,2,93,FALSE,FALSE,91,177,0
Good,85,251,10,85,24,0,0,100,122,7,7,29,1,41,1,1,1,5,,3,1,1,42,FALSE,FALSE,83,115,0
Bad,73,215,7,88,38,1,1,92,23,7,6,40,1,38,19,0,0,1,78,4,2,1,50,TRUE,FALSE,95,185,4
Bad,66,163,19,73,14,0,0,93,27,7,6,14,0,64,0,0,0,51,58,2,2,2,67,TRUE,FALSE,100,85,1
Good,82,336,4,106,23,0,0,100,122,7,7,23,1,22,0,2,2,2,56,2,2,0,31,FALSE,FALSE,100,68,0
Good,65,202,10,84,28,11,11,87,41,7,6,30,2,33,0,0,0,28,26,3,2,0,38,TRUE,FALSE,93,148,4
Bad,61,192,1,54,13,1,1,87,14,7,3,15,4,53,0,0,0,54,,3,1,1,80,TRUE,FALSE,87,78,2
Good,65,212,11,75,21,2,1,87,22,7,5,23,1,43,19,0,0,71,64,8,3,3,86,TRUE,FALSE,91,108,3
Bad,72,260,15,142,22,0,0,100,122,7,7,23,0,30,0,3,3,90,67,4,1,3,83,FALSE,FALSE,96,88,0
Bad,74,124,11,80,36,4,2,91,23,7,3,45,1,69,0,0,0,7,66,3,9,0,75,TRUE,FALSE,80,360,5
Good,89,395,2,132,11,0,0,100,122,7,7,12,1,25,2,2,2,7,99,3,1,0,67,FALSE,FALSE,92,30,0
Good,78,165,7,52,8,0,0,100,122,7,7,8,1,38,36,1,1,53,91,2,2,0,80,FALSE,FALSE,100,48,0
Good,74,99,2,47,15,0,0,81,17,7,6,16,2,50,36,0,0,0,75,0,2,0,33,TRUE,FALSE,94,160,4
Bad,76,10,2,7,2,0,0,100,122,7,7,3,3,67,0,1,1,0,,0,1,1,50,FALSE,FALSE,67,273,0
Bad,74,273,5,73,39,0,0,98,5,6,6,40,3,43,0,1,0,3,138,2,7,0,45,TRUE,TRUE,98,146,1
Good,62,255,70,152,14,0,0,50,4,6,6,16,0,19,36,3,2,84,,11,1,7,100,TRUE,TRUE,88,62,8
Bad,57,45,17,33,5,0,0,80,9,6,6,5,0,0,0,4,4,83,,2,2,2,50,TRUE,TRUE,100,109,1
Bad,61,199,9,85,24,0,0,100,122,7,7,24,1,25,6,0,0,80,,5,2,4,63,FALSE,FALSE,100,120,0
Bad,51,91,5,27,7,2,2,75,3,2,2,9,3,63,0,4,4,76,89,3,2,1,100,TRUE,TRUE,78,98,3
Good,72,148,4,38,15,0,0,100,122,7,7,15,3,33,0,4,4,16,96,4,2,1,100,FALSE,FALSE,100,101,0
Good,63,309,36,112,17,2,1,68,7,4,4,19,0,16,0,1,1,54,,5,1,2,67,TRUE,TRUE,89,61,7
Good,76,171,28,66,6,0,0,100,122,7,7,6,0,33,0,1,1,59,56,2,1,1,75,FALSE,FALSE,100,35,0
Good,89,385,6,94,15,0,0,100,122,7,7,16,1,44,4,1,1,7,,2,1,0,100,FALSE,FALSE,94,41,0
Good,85,146,2,82,50,0,0,100,122,7,7,62,1,47,2,1,1,14,44,4,5,0,56,FALSE,FALSE,81,422,0
Good,74,462,5,66,20,0,0,90,38,7,6,27,2,20,4,2,2,41,,4,1,2,83,TRUE,FALSE,74,58,3
Bad,59,207,6,68,16,0,0,82,2,6,6,17,2,29,0,2,2,32,,5,2,2,64,TRUE,TRUE,94,82,4
Good,72,157,1,66,48,0,0,96,22,7,6,53,6,17,0,1,1,16,87,5,4,2,39,TRUE,FALSE,91,335,3
Good,84,339,13,108,43,0,0,95,51,7,6,43,0,23,24,0,0,2,79,7,3,0,50,TRUE,FALSE,100,126,3
Bad,62,58,3,18,4,0,0,100,122,7,7,4,3,25,2,6,6,99,97,3,1,1,100,FALSE,FALSE,100,68,0
Good,75,274,3,44,22,0,0,95,26,7,6,22,5,32,0,5,4,1,,2,3,0,45,TRUE,FALSE,100,80,2
Bad,78,260,13,133,23,0,0,100,122,7,7,23,0,35,0,1,1,37,76,7,2,1,82,FALSE,FALSE,100,88,0
Good,80,51,30,41,9,0,0,100,122,7,7,9,0,33,8,0,0,18,,2,1,1,60,FALSE,FALSE,100,173,0
Good,73,327,5,107,32,0,0,97,71,7,6,32,4,31,10,0,0,43,52,5,4,1,69,TRUE,FALSE,100,98,1
Bad,82,192,8,88,17,0,0,94,81,7,6,17,1,35,36,0,0,0,92,1,2,0,38,TRUE,FALSE,100,88,2
Bad,57,171,2,50,16,1,1,89,9,6,2,19,3,21,0,4,4,49,79,9,3,2,71,TRUE,TRUE,84,110,3
Good,80,248,9,141,27,0,0,100,122,7,7,30,1,30,36,1,1,23,91,2,3,1,56,FALSE,FALSE,90,120,0
